"X","year","month","day","hour","PM2.5","PM10","SO2","NO2","CO","O3","TEMP","PRES","DEWP","RAIN","wd","WSPM"
915,2015,6,8,11,9,9,6,14,300,95,27.2,1001,4.9,0,"NW",4.8
916,2014,9,23,19,36,36,2,61,700,2,17.7,1012.2,17.4,0.2,"E",1.1
917,2013,4,27,21,58,103,30,47,1000,137,17.1,1008.3,4.1,0,"E",1.6
918,2015,8,2,5,36,36,2,28,900,35,23,999.8,22.7,0.4,"E",0.5
919,2016,6,19,23,144,152,14,37,2200,231,29.6,999,19,0,"S",2.1
920,2015,10,23,11,57,57,5,65,900,23,15.3,1014.8,8.5,0,"NW",1.3
921,2015,1,18,0,104,125,44,98,1600,4,-2,1021,-13.5,0,"NE",1.2
922,2013,12,26,16,7,39,10,15,200,56,0.6,1029.5,-20.4,0,"NW",5.7
923,2017,1,17,4,117,125,25,73,2400,11,-1.7,1027,-5.7,0,"SE",1.4
924,2013,6,17,22,56,71,9,79,1200,84,26,996,14.1,0,"W",1
925,2014,10,1,3,78,148,5,72,900,2,12,1013.8,5.8,0,"N",1
926,2016,2,6,12,24,41,14,37,800,59,4.1,1026.2,-18.2,0,"SW",3.2
927,2015,1,22,0,32,36,24,78,900,4,-6,1025,-15.8,0,"W",0.8
928,2014,10,29,18,146,179,28,127,1300,31,11.1,1018.9,7.2,0,"NE",0.9
929,2013,3,26,11,208,237,50,86,1800,16,9.2,1010.4,-0.2,0,"S",1.5
930,2015,1,19,0,12,49,3,25,300,61,2,1022,-15.1,0,"NW",4.4
931,2013,10,25,13,24,29,8,8,400,72,17.3,1021.8,-3.5,0,"W",2.4
932,2013,10,8,10,20,32,45,31,1900,23,19.4,1017.8,7.5,0,"S",2.7
933,2016,8,6,17,97,97,2,15,1100,183,32.2,999.2,24.3,0,"S",2.9
934,2013,3,4,10,13,20,16,32,500,68,11.5,1022.3,-14.3,0,"N",0
935,2016,5,18,2,44,94,10,30,100,100,23,1006.7,10.8,0,"SW",4
936,2013,8,10,8,46,60,6,56,700,36,28,1001.9,22.7,0,"NE",1.9
937,2015,8,28,10,3,19,2,24,400,67,27.4,1004.8,16.7,0,"N",1.3
938,2013,5,31,0,50,84,24,35,600,126,25.7,999.1,7.8,0,"SW",1.5
939,2015,5,27,1,75,127,10,24,700,163,25.4,1001.2,14.2,0,"SW",3.8
940,2017,2,10,14,3,52,2,10,100,71,3.8,1024.1,-22.2,0,"NW",4.3
941,2016,12,9,14,11,11,4,21,300,64,4.1,1023.6,-14.7,0,"SE",1.3
942,2014,4,30,5,102,142,26,69,1100,47,13.3,1005.9,9.9,0,"E",0.8
943,2014,6,6,1,78,173,17,61,1000,136,25.7,999.5,17.6,0,"SE",1.7
944,2014,6,15,20,77,252,7,41,1000,192,21.3,1000.1,19,3.5,"SE",1.6
945,2015,10,5,11,212,213,19,56,1700,92,20.1,1015.6,14,0,"E",0.9
946,2014,5,21,9,80,126,40,73,1400,62,24.2,1003,11.5,0,"SE",1.3
947,2016,2,18,2,18,30,7,27,400,54,7,1013.5,-16.5,0,"NW",4.1
948,2014,8,15,14,17,17,5,14,400,165,32.6,1001.1,12.8,0,"S",1.2
949,2013,3,6,9,176,177,88,116,2500,35,8.4,1010.8,-6.6,0,"N",0.8
950,2016,8,11,20,70,80,2,33,900,141,33,1001.7,25.8,0,"SW",1.6
951,2015,11,7,0,7,7,3,18,400,50,1.2,1025.5,-1.7,0,"NE",2.5
952,2016,12,5,23,37,37,9,85,1200,3,-2.7,1026.7,-13.6,0,"E",0.3
953,2016,10,15,14,172,195,7,82,2000,3,16.6,1017.4,12.9,0,"E",1.4
954,2015,4,30,16,73,96,9,24,700,226,29.3,1004.2,11.4,0,"S",2.9
955,2015,5,28,1,119,148,32,38,1600,147,24.6,1000,15,0,"S",2
956,2016,12,3,1,219,262,39,124,5500,15,-1,1020.9,-5.2,0,"E",0.4
957,2013,11,25,19,14,14,6,47.6296,700,14,-0.1,1013.9,-14.9,0,"W",0.8
958,2016,3,29,18,23,88,5,30,300,103,21.1,1008.5,-4.2,0,"SW",3.5
959,2014,10,27,5,8,8,2,59,300,11,2.5,1028.7,-3.8,0,"E",1
960,2013,10,30,17,97,124,21,78,1000,75,11.5,1021.8,2,0,"SW",0.8
961,2017,2,2,1,152,200,53,84,1400,6,-5.2,1030.5,-17.3,0,"NE",1.5
962,2014,2,11,16,117,117,77,76,1900,43,-0.3,1021.5,-13.6,0,"SW",2.5
963,2014,12,20,12,9,11,11,30,600,45,0,1025,-19.2,0,"W",3.2
964,2013,9,26,23,71,153,12,146,1900,1,12.6,1009.7,10.7,0,"N",0.6
965,2015,8,13,22,90,137,14,29,1100,160,30.4,997.7,20.3,0,"SW",3.4
966,2014,3,8,5,117,158,85,96,2400,3,-1.1,1020.8,-4.6,0,"E",1.4
967,2013,12,31,10,41,286,9,28,500,45,7.5,1009.6,-14.7,0,"NW",2.9
968,2014,8,29,20,89,131,5,54,1400,132,23.6,1011.7,19.1,0,"SE",1.7
969,2016,9,5,12,21,21,4,12,500,99,29.5,1006.4,14.1,0,"N",2.8
970,2015,5,8,14,44,83,12,20,800,125,22.3,1003.2,5.2,0,"E",4.6
971,2014,12,30,23,13,264,2,13,200,71,0,1023,-20.3,0,"NW",4.4
972,2014,1,10,15,50,63,50,60,1000,24,3.3,1024.8,-21.7,0,"SW",1.2
973,2014,3,26,9,328,422,38,146,3000,2,14.8,1008.6,9.4,0,"NE",1.4
974,2014,8,1,1,153,153,6,46,1600,85,26.2,1002.4,23.1,0,"S",1.2
975,2015,3,13,21,36,45,12,106,800,14,4.6,1019.2,-15.3,0,"SE",1.2
976,2017,2,12,12,152,180,104,79,4700,75,6.5,1022.9,-12.7,0,"N",1.1
977,2014,7,3,6,206,206,8,53,1700,22,23.4,997.9,22.2,0,"E",1.2
978,2014,6,5,2,54,83,8,70,800,72,22.6,1000.9,16.2,0,"SE",1.1
979,2016,1,25,12,14,30,11,21,500,58,0.4,1026.2,-24.9,0,"NW",3.2
980,2015,6,13,23,26,45,2,43,800,44,19.6,1004.8,17.2,0,"NE",0.7
981,2014,3,9,6,138,151,44,75,1800,3,-2,1022.6,-7.5,0,"E",1.3
982,2013,6,19,11,47,47,14,23,1100,128,32.9,999.1,12,0,"NE",3.1
983,2014,5,18,1,35,98,15,88,1000,30,16.5,1006.7,7.2,0,"E",0.9
984,2013,10,13,21,49,26,7,53,700,21,14,1015.8,12.2,0,"SE",0.6
985,2013,8,13,15,98,74,10,17,1100,163,31.8,998.7,25.4,0,"SE",1.6
986,2013,9,6,17,69,81,20,42,1400,155,24.3,1010.6,16.3,0,"SW",0.8
987,2013,10,9,16,190,223,26,52,1600,55,19.1,1004.9,13.7,0,"NE",1.5
988,2013,12,3,19,64,118,28,96.6963,1800,6,5.9,1017.5,-8.4,0,"SW",3
989,2017,1,2,21,163,163,14,102,2800,24,-0.6,1020.8,-9.3,0,"SW",0.2
990,2013,7,9,11,77,26,4,18,1000,72,25.1,999.5,23.9,0.7,"NE",1
991,2013,6,11,1,34,35,3,50,500,33,17.7,1005.8,16.2,0,"N",0
992,2015,10,15,20,145,151,15,173,1800,33,15.4,1012.6,11,0,"E",0.7
993,2014,4,5,14,9,36,3,13,200,109,19.5,1016,-13,0,"NW",5.2
994,2014,7,27,6,106,153,28,33,900,93,25.9,1006.4,17.3,0,"S",1.6
995,2015,4,19,14,39,83,2,15,300,107,20.4,1010.4,-11.1,0,"NE",2.8
996,2017,1,24,7,115,115,72,71,3800,5,-8.4,1033.666667,-13.3,0,"NE",1.2
997,2014,8,4,14,7,12,2,15,400,55,20.7,1001.9,19.2,1.7,"NE",2.8
998,2013,4,13,7,102,166,23,95,1500,3,12.8,998.5,1.8,0,"NW",1.7
999,2015,4,22,21,41,98,16,45,400,103,21.9,1010,2,0,"SW",5.3
1000,2013,5,16,21,82,138,22,56,900,113,21.2,1010.9,10.4,0,"SE",2.3
1001,2016,6,7,11,39,75,2,24,600,81,22.8,1008.9,13.8,0,"S",2.2
1002,2013,6,14,23,107,133,39,69,1100,137,23.1,1003.7,13,0,"SE",1.2
1003,2013,9,4,7,18,40,2,49,1200,49,19.1,1013,18.4,0,"NE",1.8
1004,2016,8,16,12,25,39,2,32,700,125,29.3,1002,19.3,0,"E",1.8
1005,2015,2,16,21,18,42,5,28,400,56,6,1016,-14.2,0,"NE",1.3
1006,2013,7,30,14,202,35,11,48,1300,283,35,991.8,20.9,0,"NW",1.2
1007,2014,2,12,11,44,37,28,38,800,50,1.6,1029.4,-16.8,0,"E",3.7
1008,2015,8,2,3,52,52,2,29,1000,50,23.4,999,22.9,0.1,"E",1.3
1009,2016,11,1,20,71,109,15,70,900,14,5.4,1026.9,-6.8,0,"SW",1.3
1010,2016,11,27,23,28,31,11,81,900,2,0,1029.1,-12.7,0,"SW",1.6
1011,2015,3,23,13,10,16,2,38,400,72,16.6,1024.2,-17.9,0,"SW",2.7
1012,2017,2,2,2,162,190,40,86,1700,4,-6.7,1030.3,-17.2,0,"E",1.2
1013,2015,3,21,13,18,120,3,14,200,87,16.9,1014.9,-21,0,"NW",5.2
1014,2014,12,6,10,31,45,22,67,900,16,0,1026,-18.7,0,"NE",2
1015,2014,1,11,12,70,104,69,85,2000,7,3.5,1024.8,-18.7,0,"E",0.5
1016,2013,11,17,9,7,11,11,19,300,37.485,7.8,1021.1,-13.8,0,"NW",5.3
1017,2016,1,13,21,37,51,24,93,1100,5,-3,1018.8,-21.3,0,"NE",1.1
1018,2014,4,15,5,54,95,8,110,900,2,12.9,1014.3,9.2,0,"SE",1.2
1019,2016,7,26,8,11,13,2,28,500,57,28,1001.2,18.7,0,"NE",1
1020,2015,3,11,3,112,124,43,109,3200,9,-3.2,1019.9,-15.5,0,"SE",0.4
1021,2016,7,7,2,93,99,16,28,2000,123,27,1007.3,18,0,"SW",1.8
1022,2013,11,5,21,261,353,14,142,3600,4.9266,5.3,1014.9,4.3,0,"N",0
1023,2013,9,19,11,111,113,25,78,2500,8,23,1009,20,0,"SW",0.5
1024,2015,6,23,19,92,125,8,36,900,212,30.2,1001.5,16.2,0,"S",2.4
1025,2015,6,9,0,47,93,3,133,1400,3,20.2,998.9,14.1,0,"NE",0.1
1026,2017,1,29,6,12,67,3,6,200,69,0.3,1021.75,-20.4,0,"NE",7.2
1027,2016,4,9,18,100,381,9,27,600,102,15.8,1005.5,-2.2,0,"SE",3.1
1028,2016,1,31,14,8,14,5,15,400,72,0.2,1031.9,-22.7,0,"NW",3.9
1029,2013,3,3,0,122,142,86,106,3100,8,-2.2,1022.3,-12.8,0,"N",0
1030,2016,5,23,18,58,58,6,34,600,132,19.1,1003.6,13.1,0.1,"NW",2.1
1031,2015,5,21,13,36,70,11,26,600,148,27.8,1007.2,3.5,0,"SW",4.9
1032,2016,5,2,1,98,98,8,34,1200,118,23.5,999,13.4,0,"NW",2.1
1033,2015,11,22,2,81,81,11,49,1800,3,0.3,1031,-1.8,0,"SE",0.9
1034,2015,5,3,21,6,39,2,29,300,83,17.9,1012.1,-9.1,0,"NE",1.7
1035,2015,9,29,0,91,94,4,81,2300,2,15.5,1023.1,14,0,"NE",0.9
1036,2016,4,10,17,65,184,19,39,1000,110,18.5,1012,-6.3,0,"S",2.9
1037,2015,2,14,7,219,219,55,111,3100,14,-5,1006,-11.2,0,"E",1.2
1038,2013,3,6,15,227,245,119,153,2899,35,14.7,1007,-4.6,0,"SW",1.3
1039,2016,6,19,6,64,77,11,37,800,85,23.3,1002.3,18,0,"NE",1.6
1040,2015,9,28,16,54,54,10,54,1900,40,17.9,1020.2,13.4,0,"W",1
1041,2014,11,26,10,207,264,50,112,3900,2,3,1015,0.6,0,"E",1.4
1042,2015,8,9,12,29,56,5,18,700,175,31.4,1007.1,19.4,0,"SW",1.4
1043,2014,8,8,2,44,71,12,45,800,86,22.7,1005,16.5,0,"E",0.5
1044,2015,5,31,15,48,93,16,22,600,216,32.2,993.7,11.9,0,"SW",4.7
1045,2017,1,31,13,75,75,29,46,1300,45,4.3,1022.7,-22.7,0,"SW",1.2
1046,2013,3,11,16,110,140,115,84,1399,86,11,1011.3,-6.4,0,"SW",2.7
1047,2015,7,13,10,3,45,4,32,600,151,33.8,995.1,14.3,0,"NE",2.1
1048,2016,3,26,20,10,33,2,41,300,59,16.9,1017.4,-10.8,0,"NW",2.3
1049,2015,8,26,12,6,12,2,7,400,119,29,1005.6,15.9,0,"NE",1.9
1050,2015,6,7,2,18,32,2,58,7000,13,16.3,1003.1,14.7,0.1,"NE",1
1051,2015,6,30,13,18,18,2,24,400,75,24.1,999.2,13.6,0,"W",3.4
1052,2013,5,26,1,80,87,19,57,900,21,20.8,1004.8,16.2,0,"E",1.2
1053,2016,11,19,21,127,135,6,60,2300,2,8.5,1019.1,5.9,0,"SE",2.7
1054,2015,1,10,19,137,175,41,122,1800,16,4,1018,-15.3,0,"W",2
1055,2016,3,21,3,104,135,20,111,1100,32,5.3,1020,-3.3,0,"E",0.9
1056,2014,1,28,18,66,136,29,37,900,57,3.2,1020.8,-10.1,0,"S",2.1
1057,2013,3,31,21,233,236,29,86,1700,2,6.7,1011.3,2.9,0,"NE",1.5
1058,2016,8,4,4,101,101,2,45,1300,53,27.9,1005.8,24.1,0,"S",1.6
1059,2014,10,20,7,181,181,2,69,1600,2,13.1,1013,12.9,0,"E",0.7
1060,2013,6,10,21,32,39,3,52,600,64,20.7,1007.5,14.6,0,"S",0.6
1061,2014,10,8,2,269,336,6,144,2400,2,11.5,1015.5,10.6,0,"NE",0.6
1062,2014,11,30,20,25,393,2,18,300,65,0,1021,-29.2,0,"NW",7.6
1063,2016,11,16,21,143,237,13,114,3500,6,3.7,1018.9,1.7,0,"NE",0.2
1064,2016,2,15,21,10,110,2,21,300,66,1.9,1019.9,-16.6,0,"NW",5.3
1065,2013,3,18,13,13,6,3,14,300,107,11.3,1004,-17.2,0,"NW",4.3
1066,2016,11,17,16,97,149,26,64,2300,5,6.7,1017.6,-0.8,0,"E",1.1
1067,2014,6,3,23,53,133,18,71,900,106,23.2,1004.1,13.4,0,"E",1
1068,2013,3,19,5,3,6,12,42,400,39,0.5,1007.7,-5.1,0,"NE",1.4
1069,2016,12,12,2,258,283,58,111,3800,8,1.7,1018.2,-4.6,0,"NE",1.2
1070,2016,1,30,11,26,26,10,37,700,49,-6,1033.1,-23.4,0,"NE",2.3
1071,2016,12,13,9,3,6,5,32,300,50,1.7,1027.7,-14.5,0,"NE",2.8
1072,2016,3,16,8,232,264,26,120,3500,12,4,1014.3,-0.6,0,"NE",1
1073,2014,12,15,20,10,38,3,27,300,44,-4,1030,-22.1,0,"NW",3.9
1074,2016,12,31,11,143,143,25,82,2800,7,-0.2,1024.1,-10.7,0,"NW",0.6
1075,2017,1,9,18,49,62,6,49,800,32,1.275,1020,-10.3,0,"SW",2.7
1076,2014,6,2,21,37,46,2,63,700,117,19.7,1005.9,14.1,0,"W",0.9
1077,2015,10,3,13,33,69,6,32,600,83,23.6,1016.3,6.8,0,"S",2.3
1078,2016,9,13,8,99,99,4,48,1300,7,20.8,1015,18.7,0,"E",1.3
1079,2014,5,17,11,87,175,82,96,1600,90,26.3,1009.1,4.1,0,"SW",2.3
1080,2014,6,4,20,56,76,8,57,700,149,25.6,1000.9,14.4,0,"SW",0.5
1081,2014,8,17,1,186,235,6,62,1500,86,25.7,1004.4,14.8,0,"SW",3.5
1082,2016,8,9,11,47,49,14,43,1400,134,30.2,1004.6,17.3,0,"E",1.9
1083,2014,11,3,8,36,69,9,70,1100,2,7,1016,-2.7,0,"E",0.7
1084,2016,10,20,13,30,82,11,43,1300,15,14.5,1017.8,4.8,0,"S",0.9
1085,2014,12,20,14,15,15,8,20,400,62,1,1025,-20.1,0,"NW",4.9
1086,2016,4,10,15,65,202,14,38,800,108,19,1011.9,-6.6,0,"SE",2.7
1087,2016,5,27,6,52,158,6,107,900,4,18.4,1006.9,9.2,0,"E",1.3
1088,2016,11,29,22,93,164,26,67,2400,4,3.4,1026.5,-1.6,0,"E",1.7
1089,2016,1,14,5,31,46,15,76,1200,11,-5.2,1017.5,-18.6,0,"NW",1.9
1090,2015,11,19,2,87,87,6,75,1000,2,4.9,1021.1,2.8,0,"SW",1.3
1091,2017,2,11,23,322,413,100,103,2300,2,-1.9,1023.5,-14,0,"N",0.8
1092,2013,5,11,2,58,180,27,99,700,21,18.2,993,4.7,0,"W",1
1093,2015,10,19,5,31,52,6,61,600,6,11.6,1014.6,5.5,0,"E",1.1
1094,2015,8,10,7,32,44,2,38,600,60,25.1,1006.7,20.6,0,"NE",1.6
1095,2014,3,28,2,126,218,32,94,2200,2,12.6,1003.5,6,0,"E",2.7
1096,2016,4,2,5,3,9,2,17,100,60,12.7,1015.8,-3.6,0,"NE",2.5
1097,2013,12,24,17,320,414,121,161,5400,15,-2.8,1027.6,-8.9,0,"NE",0.6
1098,2016,9,11,19,34,49,2,33,1100,99,21.7,1010.8,16.9,0,"E",1.3
1099,2014,8,19,10,115,154,13,59,1300,105,29.4,1008,19.1,0,"SE",0.8
1100,2017,2,3,8,70,70,24,68,1900,6,-5.8,1021.7,-15.6,0,"SE",0.7
1101,2016,4,8,17,25,119,4,27,300,101,23.3,1004.2,-8.9,0,"SW",5.2
1102,2015,9,13,6,22,61,2,67,800,2,12.4,1013,11.1,0,"NE",0.3
1103,2015,10,31,12,14,21,6,45,500,35,12.7,1027.4,-6.3,0,"W",1.6
1104,2015,3,9,19,6,10,2,25,300,60,2.1,1031.6,-31.9,0,"N",3.1
1105,2016,12,16,22,182,221,30,115,3300,7,-0.8,1018,-7.8,0,"NE",1.5
1106,2013,9,17,5,77,121,29,82,2300,1,20.3,1009.3,17.5,0,"NE",0.9
1107,2013,5,27,1,45,24,3,22,500,54,17,1005.8,15.7,0,"E",1.4
1108,2015,11,6,10,16,16,2,24,300,42,0.2,1028,-0.5,0.8,"NE",2.2
1109,2015,1,6,20,78,134,45,92,1200,3,1,1023,-20.1,0,"W",3.1
1110,2014,10,22,8,90,184,8,65,1700,2,9.4,1020.6,3.4,0,"E",1.7
1111,2016,12,31,21,444,517,14,139,5200,8,-3,1022.1,-5.3,0,"E",0.9
1112,2014,7,27,10,118,195,26,58,1100,113,31.5,1005.5,19.2,0,"SW",2.3
1113,2015,10,23,16,48,48,3,50,700,56,18.5,1011.4,9.8,0,"SW",2.5
1114,2017,1,2,0,381,479,8,124,6900,10,-4.8,1020.9,-5.9,0,"E",1.4
1115,2014,5,13,0,47,99,20,41,600,107,23.3,996.2,6.5,0,"W",2.9
1116,2013,6,24,22,36,32,3,40,900,105,21.2,998.4,20.5,0,"SE",1.2
1117,2014,5,23,18,54,113,15,37,600,213,29.9,1004.6,11.4,0,"SW",1.2
1118,2016,1,8,12,22,22,8,28,600,49,-0.9,1024.8,-17.6,0,"NE",2.7
1119,2015,3,9,20,3,13,5,31,400,52,1.4,1032.2,-30.8,0,"N",1.9
1120,2015,9,17,2,153,153,6,128,1600,2,18.1,1013.5,15.9,0,"NE",1.5
1121,2014,11,12,7,5,62,2,14,200,71,4,1021,-17,0,"NW",5.4
1122,2015,7,6,7,109,109,15,70,1800,13,21.8,1007.5,18,0,"E",1.6
1123,2015,9,30,12,30,30,5,32,600,65,19.7,1015.9,11.7,0,"SW",2.3
1124,2013,6,12,5,17,31,3,26,700,48,15.5,1004.6,14.4,0,"SW",0
1125,2013,7,9,17,32,15,3,16,800,72,23.5,999.3,22.7,0.5,"N",0
1126,2016,12,20,18,374,374,7,131,8100,8,-0.4,1024.7,-2.6,0,"E",1.7
1127,2017,1,21,23,8,19,4,24,300,51,-4.975,1032,-23,0,"NW",1.2
1128,2013,12,21,15,27,37,29,52,700,37,2.2,1029.4,-16.3,0,"SW",1.4
1129,2015,7,22,13,77,77,4,46,900,142,29,999.5,20.4,0,"E",1.7
1130,2016,3,17,1,231,231,30,88,1500,64,10.8,1010.9,1.1,0,"SE",1.3
1131,2016,9,5,11,41,41,6,25,700,96,28.4,1006.8,16,0,"SE",1.6
1132,2014,11,29,17,349,514,23,121,3900,2,3,1014,0.6,0,"N",1.4
1133,2016,6,20,23,61,61,2,50,1000,123,26,998.1,21,0,"N",2.1
1134,2015,5,25,1,68,116,19,29,800,172,26.2,1000.5,11.5,0,"SW",2.8
1135,2017,2,27,16,71,71,12,42,800,82,15.9,1014,-9.9,0,"SW",2.9
1136,2016,11,7,10,56,56,6,40,1000,15,10.5,1026,-0.9,0,"NW",3.9
1137,2015,12,11,15,32,49,18,79,1300,28,5.4,1023.5,-9.6,0,"NE",1.3
1138,2014,3,27,5,318,355,28,166,2600,2,10.7,1008.2,8.1,0,"NE",0.9
1139,2017,2,5,9,11,11,9,25,400,52,4.1,1019.1,-15.8,0,"NW",1.9
1140,2014,1,3,8,38,135,16,43,500,22,4.5,1019.8,-12.5,0,"NW",2.8
1141,2014,9,11,2,50,116,9,105,1900,20,19.1,1010.4,15.8,0,"E",1.1
1142,2013,8,9,10,36,80,16,36,700,38,32,997.6,18.9,0,"W",1.7
1143,2014,2,26,19,99,5,44,50,1300,26,7.6,1019.1,2.9,0.5,"NW",2.2
1144,2016,11,17,23,158,309,30,72,3700,4,6.5,1015.9,0.2,0,"E",1.1
1145,2016,5,28,14,45,62,12,15,800,210,29.8,999.9,8.2,0,"S",3.4
1146,2015,9,30,13,28,28,5,30,600,72,19.3,1014.5,12.3,0,"SW",2.1
1147,2013,7,11,11,36,56,4,12,900,29,26.2,1002.7,22.3,0,"N",0
1148,2014,4,8,14,177,180,49,51,1300,196,24.8,1006.9,2.2,0,"SW",2.6
1149,2015,3,21,0,62,171,8,110,1000,6,12,1011.1,-11.6,0,"NW",1.6
1150,2014,11,2,22,7,20,3,72,500,6,6,1015,-6.3,0,"NW",0.6
1151,2015,11,18,21,84,84,6,84,1000,2,4.4,1020.7,0.9,0,"S",1.8
1152,2016,6,17,6,34,56,2,70,600,14,22.8,991.8,14.1,0,"NE",1.4
1153,2015,12,23,21,355,355,20,262,6500,15,-1.6,1022.5,-4.4,0,"N",0.1
1154,2016,7,12,22,16,24,2,45,600,49,25.2,998.3,20.5,0,"NE",1.1
1155,2015,10,27,1,5,23,2,20,100,48,11.2,1013.8,-9.2,0,"NW",2
1156,2016,4,22,18,34,42,2,18,200,99,23.8,1003.5,-12.5,0,"NW",4.4
1157,2015,3,3,13,9,20,2,8,300,71,1.9,1020.7,-26.6,0,"N",4.6
1158,2014,8,1,22,132,132,3,31,1300,141,28,1001.6,23.6,0,"S",1.6
1159,2016,7,25,12,39,39,2,47,1100,61,28.6,997.5,25.4,0,"E",1.9
1160,2013,8,30,23,23,70,5,85,600,22,19.5,1008.1,12.5,0,"W",1.1
1161,2016,5,27,22,29,82,12,31,500,111,23.7,1004.1,7.3,0,"SW",3.8
1162,2016,11,26,6,359,441,16,122,5900,13,-1.8,1016.9,-4,0,"NE",1.1
1163,2013,7,8,23,137,84,4,104,1700,14,25.3,999.6,25,0,"N",0
1164,2016,7,21,0,7,7,2,35,700,36,22.1,995.8,21.4,0.8,"N",1.4
1165,2013,5,14,19,24,73,3,29,400,128,25.7,1005.1,1.7,0,"SW",1.9
1166,2013,7,25,4,21,45,3,80,400,22,26.7,997,16.6,0,"N",1.5
1167,2016,6,5,6,47,47,7,37,700,54,19.4,1006.8,14.9,0,"E",0.7
1168,2014,8,22,5,21,34,2,59,500,38,21.3,1004.4,18.5,0,"NE",1.1
1169,2015,12,22,23,355,355,21,148,6200,10,-1.8,1023.3,-1.8,0,"E",1.1
1170,2015,9,8,4,49,77,2,99,1200,11,17.1,1010.1,16,0,"SW",0.1
1171,2013,6,26,10,209,162,8,35,2100,70,26.2,994,22.3,0,"SW",1.2
1172,2016,7,11,15,99,99,8,14,700,205,35.3,993.7,21.6,0,"SW",3.9
1173,2015,1,18,9,148,161,62,102,3400,2,-2,1015,-12.7,0,"S",0.7
1174,2013,7,25,10,21,56,3,39,600,44,32.9,998.4,16.7,0,"E",1.8
1175,2014,10,15,17,13,45,2,22,200,68,18.5,1012.9,-10.5,0,"NW",4.2
1176,2013,7,21,20,47,43,7,10,700,167,27.1,1001.2,18.9,0,"S",0
1177,2016,1,17,1,153,153,24,76,2800,10,-4.4,1021.5,-6.7,0.2,"SE",1.9
1178,2015,12,25,20,430,446,8,169,7000,13,-3.7,1012.9,-3.7,0,"E",1.4
1179,2015,9,24,6,63,75,2,71,900,2,18.5,1006.2,15.9,0,"NE",1.1
1180,2015,3,15,4,138,138,38,119,2500,7,0.8,1013.6,-5.2,0,"E",2
1181,2015,5,3,22,14,54,2,40,400,63,17.7,1012.9,-7.7,0,"N",2.5
1182,2015,7,3,8,46,106,47,64,2900,20,24.7,1005.6,10.2,0,"E",2.1
1183,2015,11,30,2,192,192,13,105,4100,2,-3.7,1023.1,-3.8,0,"E",1
1184,2014,3,8,13,185,231,97,90,2800,28,8.3,1016.2,-4.2,0,"S",1.6
1185,2016,8,3,4,101,101,2,33,1600,68,25.4,1005.3,23.5,0,"SW",0
1186,2014,3,2,19,138,184,60,111,2300,19,6.8,1017.5,-6.6,0,"SE",1.5
1187,2016,6,9,14,65,70,14,19,800,233,33.5,999.1,10.8,0,"SW",3.9
1188,2013,5,31,11,105,135,42,48,1000,107,27.2,999.1,14.9,0,"S",2.4
1189,2016,4,23,7,24,56,2,48,200,32,12.8,1011.8,-9.6,0,"NE",1.5
1190,2015,12,23,11,272,272,39,131,4500,11,0.8,1023.5,-3.1,0,"E",0.7
1191,2014,11,10,22,150,163,7,135,1600,2,4,1013,1.5,0,"SW",0.7
1192,2013,12,26,6,4,16,7,13,300,52,-4.6,1031.1,-21.2,0,"NW",4.1
1193,2015,7,18,10,31,31,2,36,800,64,23.1,1003.3,20.1,0,"NE",1.7
1194,2014,10,11,0,318,318,15,109,2200,180,13.3,1016.8,12.8,0,"SE",0.7
1195,2013,8,25,13,27,31,6,39,800,213,34.8,1001.3,13,0,"S",4.1
1196,2016,12,29,1,11,17,10,40,1000,31,-2.9,1033.2,-19.3,0,"SW",1.5
1197,2015,4,13,5,13,13,2,10,300,94,6.2,1025,-2.9,0,"N",3.1
1198,2016,5,11,11,167,167,18,31,1100,139,23.2,997.6,14.2,0,"S",3.2
1199,2014,5,27,6,35,124,4,114,700,2,29.1,990.9,0.7,0,"NW",1.7
1200,2016,6,25,0,3,13,2,23,200,78,26.7,1003.2,5,0,"NW",2.2
1201,2016,3,14,13,112,132,28,92,1600,51,13.6,1018.2,-9.6,0,"S",1.8
1202,2015,9,1,22,14,18,2,53,700,14,20.5,1009,18.8,0,"NE",0.7
1203,2015,1,25,18,180,180,22,87,1800,9,2,1016,-3.9,0,"SW",1.6
1204,2014,1,9,7,8,26,7,23,500,35,-5.4,1029.9,-24.9,0,"NW",2.8
1205,2016,5,17,4,45,98,5,102,400,5,14.9,1003.8,8.4,0,"NE",0.8
1206,2014,5,11,9,20,20,2,23,700,81,10.9,1004.2,10,3.1,"NE",1.9
1207,2016,9,29,14,57,64,10,23,400,117,21,1013.2,3.7,0,"SW",2.9
1208,2015,7,17,7,13,27,2,31,600,31,21.7,1004.4,18.9,0.2,"NW",1.1
1209,2016,8,2,21,34,46,2,26,900,125,30.6,1005.2,22.5,0,"S",1.3
1210,2015,2,21,23,27,511,2,7,200,70,-1,1016,-23,0,"NW",7.3
1211,2017,1,22,14,20,25,8,39,700,45,-0.66,1030.4,-20,0,"SE",1.2
1212,2016,4,24,5,70,118,8,72,900,2,7.6,1009.4,-0.9,0,"E",0.9
1213,2017,1,24,22,123,128,40,78,2100,31,-0.9,1032,-12.8,0,"SW",0.7
1214,2016,12,7,13,132,170,35,82,2300,18,7.6,1020.4,-5.2,0,"SE",1.6
1215,2013,11,22,18,172,158,45,115.7892,2000,5,5.2,1018.2,-4.7,0,"SW",1.2
